;уникальный номер;пол;age;raion;fio
13075;101346876;0;82;53;Янюк Эльвира Георгиевна
13076;101380795;0;74;66;Слепцова Елизавета Ефимовна
13078;101351868;0;69;37;Колбаскина Светлана Ринатовна
13079;101380668;0;62;70;Лавинская Жанна Маратовна
13080;101422295;0;68;113;Иванишева Оксана Павловна
13081;101356453;0;82;67;Небогатова Анна Викторовна
13082;101434290;0;85;7;Сарнавская Лидия Глебовна
13083;101441479;0;67;60;Митягина Лидия Константиновна
13084;101412908;0;93;9;Здоровцева Евгения Станиславовна
13085;101385725;0;70;32;Рахаева Мария Евгеньевна
13086;101365297;0;68;98;Ярмошевич Карина Рамилевна
13087;101435415;0;64;33;Смагулова Лилия Рамилевна
13088;101396177;0;73;54;Ануфрева Людмила Алексеевна
13089;101388047;0;83;114;Писаренко Татьяна Маратовна
13090;101385065;0;69;77;Рыкалова Екатерина Васильевна
13093;101424156;0;61;73;Бордовская Антонина Геннадьевна
13094;101373535;0;81;111;Зинькова Наталья Эдуардовна
13095;101370440;0;64;121;Гакаева Людмила Ильдаровна
13096;101424118;0;63;54;Булавкина Вероника Аркадьевна
13098;101440582;0;71;81;Аваева Любовь Романовна
13099;101357143;0;85;15;Иполитова Марина Эдуардовна
13100;101414389;0;62;60;Сивушова Татьяна Германовна
13101;101435218;0;70;137;Огрызкова Екатерина Яковлевна
13102;101360855;0;79;73;Ланская Эльвира Петровна
13103;101429858;0;67;25;Симачова Светлана Радиковна
13104;101372586;0;65;35;Соколовская Гульнара Даниловна
13105;101372180;0;67;32;Алышева Антонина Юрьевна
13106;101443099;0;58;120;Ляднова Эльмира Вячеславовна
13108;101389665;0;61;16;Форманюк Антонина Семеновна
13109;101447355;0;69;121;Аржаникова Валентина Анатольевна
13110;101400743;0;72;48;Козлятина Анжелика Ринатовна
13111;101383517;0;68;103;Вакуленко Юлия Витальевна
13112;101399092;0;69;15;Запивахина Альбина Вадимовна
13113;101390296;0;62;99;Кондрашина Элина Романовна
13114;101368701;0;86;98;Аронина Юлия Геннадьевна
13115;101434737;0;75;64;Казарина Эльмира Евгеньевна
13116;101380941;0;69;10;Корбакова Раиса Ринатовна
13117;101432670;0;66;10;Милютина Светлана Владимировна
13118;101358960;0;63;77;Овина Галина Антоновна
13119;101371764;0;63;81;Шенцева Галина Вячеславовна
13120;101413382;0;72;127;Яцкая Мария Константиновна
13121;101423991;0;60;61;Белошейкина Римма Степановна
13122;101429410;0;71;98;Шведко Елизавета Ильдаровна
13123;101392940;0;76;89;Черноглазова Валентина Антоновна
13124;101446195;0;65;49;Шаршавина Тамара Эдуардовна
13125;101423583;0;76;79;Анзина Анна Марселевна
13126;101423581;0;57;100;Белогузова Людмила Робертовна
13127;101397133;0;79;125;Всеславина Ксения Олеговна
13128;101442422;0;73;125;Козарина Гульнара Владимировна
13129;101361223;0;81;19;Обминская Полина Евгеньевна
13130;101425638;0;65;80;Бурнашова Валентина Вячеславовна
13131;101384354;0;60;60;Федоросюк Светлана Петровна
13132;101378401;0;75;122;Роздольская Эльмира Степановна
13133;101417255;0;67;36;Бакланова Оксана Дамировна
13135;101446953;0;72;73;Вафин Оксана Олеговна
13136;101365497;0;70;33;Демешко Наталья Валерьевна
13137;101436371;0;64;0;Речкалова Евгения Васильевна
13138;101447890;0;60;53;Юфа Яна Глебовна
13139;101366900;0;71;91;Фурсина Татьяна Ринатовна
13140;101447353;0;63;54;Данчева Надежда Ефимовна
13141;101449753;0;59;89;Подосенкова Лариса Сергеевна
13142;101391742;0;80;129;Матюшенко Елена Егоровна
13143;101395288;0;66;49;Безобразова Юлия Германовна
13144;101378169;0;78;36;Буркина Алла Глебовна
13145;101368876;0;77;73;Саминская Раиса Алексеевна
13146;101367284;0;66;46;Руденченко Маргарита Михаиловна
13147;101346906;0;72;5;Ахмедзянова Антонина Филипповна
13148;101451116;0;73;32;Земскова Жанна Вадимовна
13149;101380893;0;76;22;Енькова Тамара Владимировна
13151;101351913;0;66;77;Калязина Дарья Егоровна
13152;101355103;0;66;49;Липилина Любовь Яковлевна
13153;101354133;0;69;42;Москвина Тамара Тимофеевна
13154;101380955;0;66;22;Дурягина Дарья Вадимовна
13155;101358039;0;75;106;Гордиева Вероника Ивановна
13157;101423403;0;61;81;Вадбальская Дарья Георгиевна
13158;101420154;0;82;5;Айкенова Вероника Тимофеевна
13159;101447313;0;62;87;Фармаковская Анастасия Ярославовна
13160;101414022;0;61;100;Ющева Виктория Евгеньевна
13161;101372673;0;73;40;Транская Антонина Игоревна
13162;101382126;0;63;103;Васильчук Кира Семеновна
13163;101441945;0;57;2;Фесикова Галина Альбертовна
13164;101412932;0;61;36;Апрелкова Ксения Романовна
13165;101384237;0;65;53;Могила Алиса Николаевна
13166;101383561;0;63;12;Тухманова Жанна Кирилловна
13167;101420964;0;63;10;Куренкова Ольга Вадимовна
13168;101434001;0;65;22;Фишкова Ангелина Рамилевна
13169;101351772;0;72;33;Слобода Екатерина Игоревна
